id,Q01,Q02,Q03,Q04,Q05,Q06->Problem Understanding,Q06->Conceptual Understanding,Q06->Code Generation,Q06->Debugging,Q06->Runtime Analysis,Q06->Syntax,Q06->Documentation,Q06->Test Cases,Q6Add,Q7->1: Very Difficult ... 5: Very Easy,Q8->1: Not helped at all ... 5: Helped very well,Q9->1: Inadequate ... 5: Highly Adequate,Q10->1: Very Dissatisfied ... 5: Very Satisfied,Q11->1: Unlikely ... 5: Very Likely,Q12,Q13,Q14
285,1 : None,1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,1,1,0,0,0,0,0,Zum Beispiel Bewerbung schreiben oder spezielle gesundheitliche Themen .,5,4,4,4,5,"1. Ich finde es gut weil in weniger als Sekunde kann man seine fragen beantworten, die vielleicht sehr lange dauern kann.   2. Die unendliche Informationen die ChatGPT hat, vereinfacht alle Problemen zu lösen.  3. Einfaches lernen mit ChatGPT wie Sprache oder Mathe ...  ","1. Manchmal gibt das Modell Antworten, die nicht richtig sind. Das kann dazu führen, dass man Dinge glaubt, die nicht stimmen.  2. Das Modell benötigt gute Daten, um gute Antworten zu geben. Wenn die Daten schlecht sind, kann auch die Antwortqualität leiden.  3. Das Modell versteht Emotionen möglicherweise nicht gut und könnte in emotionalen Situationen unpassende Antworten geben.",Nein.
286,1 : None,1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,1,0,0,0,1,0,,4,4,2,3,5,"positive Aspekte wären:  - ChatGPT drum bitten keine Lösungen zu geben, sondern Tipps zum Vorgehen.  - ChatGPT drum bitten Zeile für Zeile den Code oder einen Text zu erklären.  - ChatGPT als Kontrolle anwenden, z.B. um zu fragen, ob dieser Code funktionieren würde, und wenn ja oder nein diese dann auch erklären soll.","- ChatGPT macht meistens dieselben Fehler, auch wenn man diese darauf anspricht.  - Bei komplexen Aufgaben ist es manchmal nicht möglich diese zu lösen.  - Abwechseln von ""Lösung"". ChatGPT lässt sich andererseits auch leicht manipulieren, wenn man schreibt, dass das nicht stimmt, obwohl es stimmt, antwortet ChatGPT mit einer Entschuldigung, dass wir recht haben, obwohl die Antwort offensichtlich falsch ist.","Wie die meisten es schon wissen, kann man sich leider nicht zu 100% auf ChatGPT verlassen, da diese halt leicht anfällig für viele Fehler sind."
287,2 : Limited (<1 Year),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,1,1,0,1,0,0,,5,3,3,3,3,"- Man kann fast alles nachfragen  - Bei einfachen Gelegenheiten, kann ChatGPT sehr helfen  - Man kann viel Zeit sparen, indem man Stichpunkte eingibt ein einen Text zurückbekommt","- Aktuelle Informationen oft nicht vorhanden  - Bei größeren Programmieraufgaben, ist der Code oft falsch  - ChatGPT ändert oft die Meinung (gibt verschiedene Antworten zurück)",
288,2 : Limited (<1 Year),2 : No,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,0,1,0,1,0,0,0,0,,1,3,3,4,4,"I think ChatGPT can really save you time if used correctly. From my experience, I have noticed that even if it can not fully solve a certain problem for you, it can definitely guide you in the right direction. I also think that it is really good at explaining concepts and definitions.","It has definitely happened before, that ChatGPT has given me a solution which looked correctly structured, but the result was false. I also find it challenging sometimes to correctly write long math equations. What I would also call a negative experience, is that some of the information is outdated, as the bot extracts it from sources that were published long ago.","Overall, I think it is a very helpful tool and can only bring benefits if used correctly."
289,2 : Limited (<1 Year),2 : No,5 : Rarely,2 : 15-30 minutes,1 : Web Interface,1,1,1,0,0,0,1,1,Style Konventionen,4,3,3,4,4,- ChatGPT generiert zufriedenstellenden Code für präzise beschriebene Probleme geringer Komplexität   - kann eingegeben Code verändern und Fragen im context des Codes beantworten. Das hat mir geholfen mich Schritt für Schritt einer Lösung anzunähern oder ein Konzept zu verstehen.  - ChatGPT korrigiert teilweise erfolgreich vorherige fehlerhafte Aussagen oder Codefragmente.  ,- Antworten von Chat GPT sind bei komplexeren Anfragen oft falsch oder nicht relevant.  - Chat GPT macht häufig Fehler bei logischen Schlussfolgerungen.  - Erklärungen sind nicht immer schlüssig.,Ich werde Chat GPT jetzt öfter auch für andere Anwendungen benutzen.
290,1 : None,1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,0,0,0,0,0,0,0,,4,4,3,3,2,"ChatGPT hilft einem einem sehr gut die Aufgabenstellung besser zu verstehen oder einem einen neuen Blickwinkel zu geben.  ChatGPT agiert häufig als ein Komilitone, den man fragen kann.  ChatGPT kann einem rund um die Uhr Fragen beantworten, er ist also immer für einen da.","ChatGPT macht häufig Fehler.  ChatGPT ist nicht zuverlässig.  ChatGPT gibt häufig oberflächliche Antworten, ohne tief in die Materie zu gehen.","Insgesamt finde ich, dass ChatGPT eine gute Hilfe im Erstsemester ist."
291,2 : Limited (<1 Year),1 : Yes,2 : Daily,3 : 30-60 minutes,1 : Web Interface,1,1,1,0,0,1,0,1,,4,2,3,4,5,"Verringerter Schreibaufwand.    viele informationen zu einem thema in dem man sich nicht auskennt. oft sind diese zwar fehlerbehaftet, mann kann sie aber trotzdem nutzen um weiter zu dem Thema zu recherchieren    implementierung von dem chrome addon web chatgpt um gute internetquellen zu einem thema ausfindig zu machen",viele falschaussagen    Beratungsresistenz: oft fährt chatgpt sich fest und verbessert den code nicht und man muss einen neuten chat öffnen    nicht fähig bilder entgegenzunehmen oder auszugeben,
292,3 : Moderate (1-2 Years),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,1,1,1,1,1,1,,5,4,5,3,5,Codegenerierung  Kommentierung  Testfälle generieren ,Ungenaue Antworten  Anmeldungspflicht  Unwahre Angaben (Halluzinationen)   ,Nein
293,1 : None,2 : No,5 : Rarely,1 : Less than 15 minutes,1 : Web Interface,1,0,0,1,0,0,0,1,keine,3,3,3,2,3,hilfreich bei debugging    hilfreich bei Problemverständnis    hilfreich bei Testfälle  ,manchmal falsche Antworten  manchen Informationen sind aus fake Quellen  Einschränkungen im Fachwissen,"ich finde manche code Website oder Youtube videos besser als chatGPT, um ein Thema zu studieren."
294,2 : Limited (<1 Year),2 : No,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,0,0,1,0,1,1,0,,4,3,3,4,4,Problemlösung und Programmierung  Natürliche Interaktion  Vielseitigkeit und Allgemeinwissen,Begrenzte Kontrolle bei sensiblen Themen  Mögliche Generierung von Fehlinformationen  Fehlende Echtzeit-Interaktion,
295,2 : Limited (<1 Year),1 : Yes,3 : Weekly,3 : 30-60 minutes,1 : Web Interface,1,1,1,0,0,0,0,1,-,4,4,3,4,5,Man spart Zeit.  Man kann für verschiedenste Dinge ChatGPT benutzen.  Man kann schnell recherchieren.,"Oft wird eine Frage nicht detailliert beantwortet.  Man bekommt falsche Informationen.  Manchmal kann es dauern bis man die Frage so formuliert, dass man eine brauchbare Antwort bekommt.",-
296,2 : Limited (<1 Year),1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,1,1,1,0,0,1,0,,5,3,3,5,4,1. ChatGPT arbeitet sehr schnell  2. ChatGPT befolgt Anweisungen mit großer Genauigkeit  3. ChatGPT gibt meist korrekte Antworten aus,"1. Die Anweisungen müssen sehr genau gestellt werden  2. In einigen Fällen, gibt ChatGPT inkorrekte Antworten aus (vor allem bei mathematischen Fragen oder logischen Probleme)  3. ChatGPT zensiert häufig Antworten, auch wenn sie mit fachlichem Hintergrund erfragt wurden",Nein
297,3 : Moderate (1-2 Years),1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,1,1,0,0,0,0,0,,5,3,4,5,5,es ist nicht mehr so heufig überladen das man nicht mehr reinkommt     wenn man sagt erkläre mir das in einfachen worten ist es sehr verständlich     man kann seine fragen oft sehr wage halten und muss selten sehr genau werden  ,man krigt nicht immer eine wahre antwort und sie wird einem durch die wortwahl und confidence von chat gpt als wahr verkauft     man kann keine bilder einfügen sondern muss sie genau erklären       ,
